issn_l,earliest_year,pub_type,n,oa_articles
0378-5122,2021,all,150,7
0378-5122,2022,core,120,17
0378-5122,2022,all,142,18
0378-5122,2023,core,119,30
0378-5122,2023,all,146,30
0378-5173,2019,core,874,16
0378-5173,2019,all,883,16
0378-5173,2020,core,1021,11
0378-5173,2020,all,1040,11
0378-5173,2021,core,1058,96
0378-5173,2021,all,1073,96
0378-5173,2022,core,947,150
0378-5173,2022,all,977,150
0378-5173,2023,core,1009,209
0378-5173,2023,all,1030,211
0378-5866,2019,core,13,0
0378-5866,2019,all,34,1
0378-5866,2020,core,20,1
0378-5866,2020,all,21,1
0378-5866,2021,core,47,6
0378-5866,2021,all,49,6
0378-5866,2022,core,35,9
0378-5866,2022,all,36,9
0378-5866,2023,core,62,41
0378-5866,2023,all,65,43
0378-5920,2019,core,142,10
0378-5920,2019,all,142,10
0378-5920,2020,core,135,19
0378-5920,2020,all,136,19
0378-5920,2021,core,135,19
0378-5920,2021,all,138,19
0378-5920,2022,core,138,23
0378-5920,2022,all,139,23
0378-5920,2023,core,217,77
0378-5920,2023,all,217,77
0378-5955,2019,core,172,22
0378-5955,2019,all,176,22
0378-5955,2020,core,135,34
0378-5955,2020,all,137,34
0378-5955,2021,core,171,37
0378-5955,2021,all,175,37
0378-5955,2022,core,161,44
0378-5955,2022,all,165,44
0378-5955,2023,core,133,36
0378-5955,2023,all,135,36
0378-620X,2019,core,55,13
0378-620X,2019,all,56,13
0378-620X,2020,core,52,15
0378-620X,2020,all,53,15
0378-620X,2021,core,63,17
0378-620X,2021,all,63,17
0378-620X,2022,core,41,13
0378-620X,2022,all,41,13
0378-620X,2023,core,28,9
0378-620X,2023,all,31,9
0378-7206,2019,core,84,4
0378-7206,2019,all,85,4
0378-7206,2020,core,111,9
0378-7206,2020,all,115,9
0378-7206,2021,core,122,9
0378-7206,2021,all,124,9
0378-7206,2022,core,116,11
0378-7206,2022,all,120,11
0378-7206,2023,core,99,13
0378-7206,2023,all,100,13
0378-7346,2019,core,73,1
0378-7346,2019,all,77,1
0378-7346,2020,core,52,2
0378-7346,2020,all,54,2
0378-7346,2021,core,62,8
0378-7346,2021,all,65,8
0378-7346,2022,core,46,7
0378-7346,2022,all,51,7
0378-7346,2023,core,45,13
0378-7346,2023,all,55,14
0378-7753,2019,core,1252,47
0378-7753,2019,all,1264,47
0378-7753,2020,core,1340,56
0378-7753,2020,all,1358,56
0378-7753,2021,core,1305,94
0378-7753,2021,all,1323,94
0378-7753,2022,core,1201,102
0378-7753,2022,all,1211,102
0378-7753,2023,core,1213,145
0378-7753,2023,all,1217,145
0378-777X,2019,core,54,0
0378-777X,2019,all,61,0
0378-777X,2020,core,63,0
0378-777X,2020,all,73,0
0378-777X,2021,core,38,1
0378-777X,2021,all,43,1
0378-777X,2022,core,29,0
0378-777X,2022,all,41,0
0378-777X,2023,core,20,2
0378-777X,2023,all,25,2
0378-7788,2019,core,668,38
0378-7788,2019,all,675,38
0378-7788,2020,core,703,52
0378-7788,2020,all,709,52
0378-7788,2021,core,820,109
0378-7788,2021,all,822,109
0378-7788,2022,core,842,122
0378-7788,2022,all,848,122
0378-7788,2023,core,949,212
0378-7788,2023,all,956,213
0378-7796,2019,core,366,3
0378-7796,2019,all,370,3
0378-7796,2020,core,640,30
0378-7796,2020,all,644,30
0378-7796,2021,core,674,42
0378-7796,2021,all,678,42
0378-7796,2022,core,946,111
0378-7796,2022,all,947,111
0378-7796,2023,core,950,71
0378-7796,2023,all,957,71
0378-7966,2019,core,74,13
0378-7966,2019,all,80,14
0378-7966,2020,core,70,17
0378-7966,2020,all,74,18
0378-7966,2021,core,62,19
0378-7966,2021,all,71,22
0378-7966,2022,core,72,19
0378-7966,2022,all,74,20
0378-7966,2023,core,59,17
0378-7966,2023,all,65,18
0378-8733,2019,core,42,2
0378-8733,2019,all,42,2
0378-8733,2020,core,55,11
0378-8733,2020,all,57,11
0378-8733,2021,core,67,15
0378-8733,2021,all,67,15
0378-8733,2022,core,105,27
0378-8733,2022,all,107,27
0378-8733,2023,core,66,23
0378-8733,2023,all,68,23
0378-8741,2019,core,607,13
0378-8741,2019,all,613,13
0378-8741,2020,core,848,23
0378-8741,2020,all,854,23
0378-8741,2021,core,1144,60
0378-8741,2021,all,1158,60
0378-8741,2022,core,946,68
0378-8741,2022,all,965,68
0378-8741,2023,core,968,112
0378-8741,2023,all,983,112
0379-0738,2019,core,459,15
0379-0738,2019,all,476,16
0379-0738,2020,core,371,34
0379-0738,2020,all,382,34
0379-0738,2021,core,362,59
0379-0738,2021,all,377,59
0379-0738,2022,core,268,42
0379-0738,2022,all,273,43
0379-0738,2023,core,228,73
0379-0738,2023,all,235,73
0379-5721,2019,core,37,3
0379-5721,2019,all,48,3
0379-5721,2020,core,51,8
0379-5721,2020,all,58,8
0379-5721,2021,core,50,12
0379-5721,2021,all,51,12
0379-5721,2022,core,32,6
0379-5721,2022,all,33,6
0379-5721,2023,core,44,3
0379-5721,2023,all,50,4
0379-6205,2019,core,13,0
0379-6205,2019,all,13,0
0379-6205,2020,core,18,1
0379-6205,2020,all,18,1
0379-6205,2021,core,16,1
0379-6205,2021,all,16,1
0379-6205,2022,core,16,0
0379-6205,2022,all,16,0
0379-6205,2023,core,25,2
0379-6205,2023,all,25,2
0379-6779,2019,core,241,4
0379-6779,2019,all,246,4
0379-6779,2020,core,291,3
0379-6779,2020,all,294,3
0379-6779,2021,core,255,1
0379-6779,2021,all,256,1
0379-6779,2022,core,180,6
0379-6779,2022,all,181,6
0379-6779,2023,core,219,5
0379-6779,2023,all,223,5
0379-7112,2019,core,143,7
0379-7112,2019,all,149,7
0379-7112,2020,core,129,5
0379-7112,2020,all,132,5
0379-7112,2021,core,301,32
0379-7112,2021,all,305,32
0379-7112,2022,core,157,21
0379-7112,2022,all,159,21
0379-7112,2023,core,254,77
0379-7112,2023,all,256,77
0379-864X,2019,core,64,10
0379-864X,2019,all,70,10
0379-864X,2020,core,68,10
0379-864X,2020,all,71,11
0379-864X,2021,core,61,11
0379-864X,2021,all,63,12
0379-864X,2022,core,33,5
0379-864X,2022,all,33,5
0379-864X,2023,core,41,7
0379-864X,2023,all,50,7
0380-1330,2019,core,119,28
0380-1330,2019,all,128,29
0380-1330,2020,core,161,20
0380-1330,2020,all,170,20
0380-1330,2021,core,209,90
0380-1330,2021,all,222,94
0380-1330,2022,core,152,34
0380-1330,2022,all,168,38
0380-1330,2023,core,140,65
0380-1330,2023,all,153,71
0380-1489,2019,core,11,0
0380-1489,2019,all,13,0
0380-1489,2020,core,17,0
0380-1489,2020,all,22,0
0380-1489,2021,core,17,3
0380-1489,2021,all,20,5
0380-1489,2022,core,7,2
0380-1489,2022,all,10,4
0380-1489,2023,core,7,1
0380-1489,2023,all,7,1
0384-9694,2019,core,40,0
0384-9694,2019,all,45,0
0384-9694,2020,core,32,1
0384-9694,2020,all,34,1
0384-9694,2021,core,36,1
0384-9694,2021,all,37,1
0384-9694,2022,core,34,4
0384-9694,2022,all,35,4
0384-9694,2023,core,37,12
0384-9694,2023,all,44,15
0385-2407,2019,core,184,18
0385-2407,2019,all,488,19
0385-2407,2020,core,200,20
0385-2407,2020,all,463,25
0385-2407,2021,core,286,39
0385-2407,2021,all,541,43
0385-2407,2022,core,181,17
0385-2407,2022,all,365,20
0385-2407,2023,core,270,73
0385-2407,2023,all,498,77
0385-5600,2019,core,56,7
0385-5600,2019,all,57,7
0385-5600,2020,core,82,5
0385-5600,2020,all,83,5
0385-5600,2021,core,58,7
0385-5600,2021,all,60,7
0385-5600,2022,core,61,5
0385-5600,2022,all,62,5
0385-5600,2023,core,58,8
0385-5600,2023,all,59,8
0385-8146,2019,core,142,5
0385-8146,2019,all,153,5
0385-8146,2020,core,146,6
0385-8146,2020,all,158,6
0385-8146,2021,core,181,6
0385-8146,2021,all,188,6
0385-8146,2022,core,153,7
0385-8146,2022,all,158,7
0385-8146,2023,core,177,11
0385-8146,2023,all,185,11
0387-7604,2019,core,134,3
0387-7604,2019,all,154,3
0387-7604,2020,core,113,2
0387-7604,2020,all,118,2
0387-7604,2021,core,143,12
0387-7604,2021,all,161,12
0387-7604,2022,core,109,8
0387-7604,2022,all,117,8
0387-7604,2023,core,96,11
0387-7604,2023,all,103,11
0388-0001,2019,core,49,1
0388-0001,2019,all,54,1
0388-0001,2020,core,38,5
0388-0001,2020,all,39,5
0388-0001,2021,core,49,11
0388-0001,2021,all,53,11
0388-0001,2022,core,32,6
0388-0001,2022,all,32,6
0388-0001,2023,core,32,7
0388-0001,2023,all,35,7
0390-6701,2019,core,24,0
0390-6701,2019,all,26,0
0390-6701,2020,core,25,1
0390-6701,2020,all,27,1
0390-6701,2021,core,29,4
0390-6701,2021,all,31,4
0390-6701,2022,core,32,3
0390-6701,2022,all,34,3
0390-6701,2023,core,28,4
0390-6701,2023,all,29,4
0391-2078,2019,core,27,4
0391-2078,2019,all,28,4
0391-2078,2020,core,31,8
0391-2078,2020,all,34,8
0391-2078,2021,core,27,5
0391-2078,2021,all,32,5
0391-2078,2022,core,31,14
0391-2078,2022,all,33,14
0391-2078,2023,core,45,18
0391-2078,2023,all,51,18
0391-3988,2019,core,82,3
0391-3988,2019,all,87,3
0391-3988,2020,core,94,1
0391-3988,2020,all,96,1
0391-3988,2021,core,123,15
0391-3988,2021,all,131,15
0391-3988,2022,core,126,11
0391-3988,2022,all,130,13
0391-3988,2023,core,75,5
0391-3988,2023,all,79,5
0391-4097,2019,core,159,15
0391-4097,2019,all,181,15
0391-4097,2020,core,177,16
0391-4097,2020,all,219,26
0391-4097,2021,core,272,105
0391-4097,2021,all,300,112
0391-4097,2022,core,222,77
0391-4097,2022,all,258,81
0391-4097,2023,core,351,130
0391-4097,2023,all,387,137
0391-5026,2019,core,26,0
0391-5026,2019,all,29,0
0391-5026,2020,core,17,1
0391-5026,2020,all,18,1
0391-5026,2021,core,16,1
0391-5026,2021,all,16,1
0391-5026,2022,core,18,2
0391-5026,2022,all,18,2
0391-5026,2023,core,12,2
0391-5026,2023,all,12,2
0391-5107,2019,core,38,0
0391-5107,2019,all,39,0
0391-5107,2020,core,29,0
0391-5107,2020,all,31,0
0391-5107,2021,core,36,0
0391-5107,2021,all,36,0
0391-5107,2022,core,29,0
0391-5107,2022,all,40,0
0391-5603,2020,core,2,1
0391-5603,2020,all,2,1
0391-5603,2022,core,8,0
0391-5603,2022,all,8,0
0391-5603,2023,core,167,5
0391-5603,2023,all,173,5
0391-9714,2019,core,32,7
0391-9714,2019,all,34,8
0391-9714,2020,core,36,9
0391-9714,2020,all,43,12
0391-9714,2021,core,95,49
0391-9714,2021,all,115,60
0391-9714,2022,core,57,26
0391-9714,2022,all,60,26
0391-9714,2023,core,32,15
0391-9714,2023,all,37,18
0392-7342,2019,core,11,0
0392-7342,2019,all,11,0
0392-7342,2020,core,46,0
0392-7342,2020,all,48,0
0392-7342,2021,core,16,0
0392-7342,2021,all,17,0
0392-7342,2022,core,16,4
0392-7342,2022,all,16,4
0392-7342,2023,core,15,0
0392-7342,2023,all,15,0
0393-0440,2019,core,207,4
0393-0440,2019,all,210,4
0393-0440,2020,core,174,7
0393-0440,2020,all,177,7
0393-0440,2021,core,245,15
0393-0440,2021,all,247,15
0393-0440,2022,core,198,15
0393-0440,2022,all,200,15
0393-0440,2023,core,208,41
0393-0440,2023,all,209,41
0393-2729,2019,core,37,12
0393-2729,2019,all,37,12
0393-2729,2020,core,35,6
0393-2729,2020,all,36,6
0393-2729,2021,core,36,14
0393-2729,2021,all,36,14
0393-2729,2022,core,34,14
0393-2729,2022,all,34,14
0393-2729,2023,core,43,16
0393-2729,2023,all,45,17
0393-2990,2019,core,91,40
0393-2990,2019,all,119,47
0393-2990,2020,core,97,59
0393-2990,2020,all,120,70
0393-2990,2021,core,106,74
0393-2990,2021,all,121,81
0393-2990,2022,core,101,64
0393-2990,2022,all,123,69
0393-2990,2023,core,99,67
0393-2990,2023,all,121,70
0393-5965,2019,core,61,9
0393-5965,2019,all,63,10
0393-5965,2020,core,66,8
0393-5965,2020,all,68,8
0393-5965,2021,core,60,15
0393-5965,2021,all,62,16
0393-5965,2022,core,40,15
0393-5965,2022,all,41,16
0393-5965,2023,core,31,11
0393-5965,2023,all,32,12
0393-697X,2019,core,12,0
0393-697X,2019,all,12,0
0393-697X,2020,core,12,4
0393-697X,2020,all,13,4
0393-697X,2021,core,12,7
0393-697X,2021,all,12,7
0393-697X,2022,core,12,10
0393-697X,2022,all,13,11
0393-697X,2023,core,8,7
0393-697X,2023,all,9,8
0394-7394,2019,core,24,1
0394-7394,2019,all,24,1
0394-7394,2020,core,27,2
0394-7394,2020,all,28,2
0394-7394,2021,core,30,5
0394-7394,2021,all,32,5
0394-7394,2022,core,20,6
0394-7394,2022,all,22,6
0394-7394,2023,core,26,11
0394-7394,2023,all,27,11
0394-9370,2019,core,40,0
0394-9370,2019,all,45,0
0394-9370,2020,core,46,0
0394-9370,2020,all,49,0
0394-9370,2021,core,39,3
0394-9370,2021,all,43,3
0394-9370,2022,core,38,3
0394-9370,2022,all,42,3
0394-9370,2023,core,64,3
0394-9370,2023,all,65,3
0395-2649,2019,core,11,0
0395-2649,2019,all,11,0
0395-2649,2020,core,48,0
0395-2649,2020,all,53,0
0395-2649,2021,core,24,0
0395-2649,2021,all,24,0
0395-2649,2022,core,83,0
0395-2649,2022,all,86,0
0395-2649,2023,core,70,0
0395-2649,2023,all,75,0
0398-7620,2019,core,51,1
0398-7620,2019,all,56,1
0398-7620,2020,core,44,3
0398-7620,2020,all,48,3
0398-7620,2021,core,40,0
0398-7620,2021,all,43,0
0398-7620,2022,core,37,6
0398-7620,2022,all,42,6
0398-7620,2023,core,26,4
0398-7620,2023,all,47,4
0424-2084,2019,core,33,0
0424-2084,2019,all,35,0
0424-2084,2020,core,27,2
0424-2084,2020,all,29,2
0424-2084,2021,core,17,7
0424-2084,2021,all,18,7
0424-2084,2022,core,20,8
0424-2084,2022,all,21,8
0424-2084,2023,all,24,14
0424-7760,2019,core,76,1
0424-7760,2019,all,76,1
0424-7760,2020,core,27,1
0424-7760,2020,all,27,1
0424-7760,2021,core,70,2
0424-7760,2021,all,70,2
0424-7760,2022,core,46,0
0424-7760,2022,all,46,0
0424-7760,2023,core,38,0
0424-7760,2023,all,38,0
0425-0494,2019,core,18,1
0425-0494,2019,all,27,1
0425-0494,2020,core,28,3
0425-0494,2020,all,33,3
0425-0494,2021,core,20,6
0425-0494,2021,all,27,6
0425-0494,2022,core,27,10
0425-0494,2022,all,36,11
0425-0494,2023,core,26,5
0425-0494,2023,all,33,5
0425-1644,2019,core,120,12
0425-1644,2019,all,151,12
0425-1644,2020,core,113,11
0425-1644,2020,all,139,11
0425-1644,2021,core,129,40
0425-1644,2021,all,154,41
0425-1644,2022,core,109,22
0425-1644,2022,all,120,22
0425-1644,2023,core,192,116
0425-1644,2023,all,208,117
0430-3202,2019,core,23,1
0430-3202,2019,all,23,1
0430-3202,2020,core,22,1
0430-3202,2020,all,22,1
0430-3202,2021,core,28,1
0430-3202,2021,all,28,1
0430-3202,2022,core,37,19
0430-3202,2022,all,41,19
0430-3202,2023,core,60,8
0430-3202,2023,all,62,9
0430-8778,2019,core,7,0
0430-8778,2019,all,7,0
0430-8778,2020,core,8,0
0430-8778,2020,all,9,0
0430-8778,2021,core,10,7
0430-8778,2021,all,11,7
0430-8778,2022,core,8,0
0430-8778,2022,all,9,0
0430-8778,2023,core,8,1
0430-8778,2023,all,8,1
0435-3676,2019,core,20,4
0435-3676,2019,all,22,4
0435-3676,2020,core,23,4
0435-3676,2020,all,25,4
0435-3676,2021,core,19,9
0435-3676,2021,all,20,9
0435-3676,2022,core,16,6
0435-3676,2022,all,16,6
0435-3676,2023,core,4,1
0435-3676,2023,all,4,1
0435-3684,2019,core,19,2
0435-3684,2019,all,22,3
0435-3684,2020,core,21,12
0435-3684,2020,all,24,13
0435-3684,2021,core,23,10
0435-3684,2021,all,25,10
0435-3684,2022,core,27,17
0435-3684,2022,all,28,18
0435-3684,2023,core,48,26
0435-3684,2023,all,52,27
0435-4052,2019,all,15,3
0435-4052,2020,core,91,2
0435-4052,2020,all,140,5
0435-4052,2021,all,39,3
0435-4052,2022,core,26,7
0435-4052,2022,all,26,7
0435-4052,2023,core,19,5
0435-4052,2023,all,31,6
0440-9213,2019,core,42,1
0440-9213,2019,all,50,1
0440-9213,2020,core,30,3
0440-9213,2020,all,32,3
0440-9213,2021,core,30,8
0440-9213,2021,all,33,8
0440-9213,2022,core,40,4
0440-9213,2022,all,46,4
0440-9213,2023,core,71,24
0440-9213,2023,all,80,26
0458-063X,2019,core,19,0
0458-063X,2019,all,27,0
0458-063X,2020,core,30,0
0458-063X,2020,all,32,0
0458-063X,2021,core,29,0
0458-063X,2021,all,34,0
0458-063X,2022,core,18,0
0458-063X,2022,all,38,0
0458-063X,2023,core,10,1
0458-063X,2023,all,31,1
0486-6134,2019,core,37,1
0486-6134,2019,all,44,1
0486-6134,2020,core,41,0
0486-6134,2020,all,43,0
0486-6134,2021,core,38,2
0486-6134,2021,all,39,2
0486-6134,2022,core,30,2
0486-6134,2022,all,31,2
0486-6134,2023,core,57,4
0486-6134,2023,all,59,4
0515-0361,2019,core,31,1
0515-0361,2019,all,33,1
0515-0361,2020,core,35,5
0515-0361,2020,all,35,5
0515-0361,2021,core,30,6
0515-0361,2021,all,30,6
0515-0361,2022,core,30,12
0515-0361,2022,all,31,12
0515-0361,2023,core,32,14
0515-0361,2023,all,33,14
0515-3700,2019,core,149,0
0515-3700,2019,all,189,0
0515-3700,2020,core,148,0
0515-3700,2020,all,183,0
0515-3700,2021,core,139,0
0515-3700,2021,all,179,0
0515-3700,2022,core,143,0
0515-3700,2022,all,182,0
0515-3700,2023,core,156,0
0515-3700,2023,all,196,0
0521-9744,2019,core,42,0
0521-9744,2019,all,43,0
0521-9744,2020,core,51,0
0521-9744,2020,all,55,0
0521-9744,2021,core,36,0
0521-9744,2021,all,36,0
0521-9744,2022,core,36,0
0521-9744,2022,all,36,0
0521-9744,2023,core,42,3
0521-9744,2023,all,42,3
0538-8066,2019,core,85,1
0538-8066,2019,all,86,1
0538-8066,2020,core,83,4
0538-8066,2020,all,84,4
0538-8066,2021,core,97,7
0538-8066,2021,all,101,7
0538-8066,2022,core,61,2
0538-8066,2022,all,64,2
0538-8066,2023,core,81,15
0538-8066,2023,all,82,15
0539-0184,2019,core,30,2
0539-0184,2019,all,32,2
0539-0184,2020,core,31,7
0539-0184,2020,all,35,7
0539-0184,2021,core,37,16
0539-0184,2021,all,40,17
0539-0184,2022,core,21,10
0539-0184,2022,all,23,10
0539-0184,2023,core,21,5
0539-0184,2023,all,23,5
0543-1972,2019,core,168,0
0543-1972,2019,all,169,0
0543-1972,2020,core,146,0
0543-1972,2020,all,149,0
0543-1972,2021,core,141,0
0543-1972,2021,all,146,0
0543-1972,2022,core,136,0
0543-1972,2022,all,137,0
0543-1972,2023,core,114,0
0543-1972,2023,all,117,0
0552-9360,2019,core,9,0
0552-9360,2019,all,9,0
0552-9360,2020,core,2,0
0552-9360,2020,all,3,0
0552-9360,2021,core,29,0
0552-9360,2021,all,29,0
0552-9360,2022,core,2,0
0552-9360,2022,all,2,0
0556-8641,2019,core,18,4
0556-8641,2019,all,19,4
0556-8641,2020,core,18,2
0556-8641,2020,all,18,2
0556-8641,2021,core,17,2
0556-8641,2021,all,19,2
0556-8641,2022,core,17,2
0556-8641,2022,all,17,2
0556-8641,2023,core,3,1
0556-8641,2023,all,3,1
0564-3295,2019,core,55,3
0564-3295,2019,all,55,3
0564-3295,2020,core,53,0
0564-3295,2020,all,54,0
0564-3295,2021,core,60,1
0564-3295,2021,all,61,1
0564-3295,2022,core,61,0
0564-3295,2022,all,61,0
0564-3295,2023,core,80,4
0564-3295,2023,all,82,4
0567-7718,2019,core,102,3
0567-7718,2019,all,106,3
0567-7718,2020,core,104,4
0567-7718,2020,all,107,4
0567-7718,2021,core,139,12
0567-7718,2021,all,147,13
0567-7718,2022,core,159,2
0567-7718,2022,all,160,2
0567-7718,2023,core,162,7
0567-7718,2023,all,172,8
0569-4345,2019,core,23,0
0569-4345,2019,all,23,0
0569-4345,2020,core,22,0
0569-4345,2020,all,23,0
0569-4345,2021,core,21,0
0569-4345,2021,all,22,0
0569-4345,2022,core,20,0
0569-4345,2022,all,21,0
0569-4345,2023,core,30,1
0569-4345,2023,all,31,1
0570-1864,2019,core,45,2
0570-1864,2019,all,53,3
0570-1864,2020,core,43,9
0570-1864,2020,all,59,13
0570-1864,2021,core,58,11
0570-1864,2021,all,60,11
0570-1864,2022,core,54,20
0570-1864,2022,all,72,25
0570-1864,2023,core,67,28
0570-1864,2023,all,120,37
0570-4928,2019,core,35,0
0570-4928,2019,all,35,0
0570-4928,2020,core,38,1
0570-4928,2020,all,38,1
0570-4928,2021,core,28,1
0570-4928,2021,all,28,1
0570-4928,2022,core,38,11
0570-4928,2022,all,38,11
0570-4928,2023,core,54,2
0570-4928,2023,all,54,2
0570-5398,2019,core,14,0
0570-5398,2019,all,15,0
0570-5398,2020,core,20,2
0570-5398,2020,all,22,2
0570-5398,2021,core,16,0
0570-5398,2021,all,17,0
0570-5398,2022,core,15,4
0570-5398,2022,all,16,4
0570-5398,2023,core,14,1
0570-5398,2023,all,14,1
0570-6084,2019,core,7,0
0570-6084,2019,all,7,0
0570-6084,2020,core,8,0
0570-6084,2020,all,8,0
0570-6084,2021,core,8,0
0570-6084,2021,all,8,0
0570-6084,2022,core,9,5
0570-6084,2022,all,9,5
0570-6084,2023,core,7,4
0570-6084,2023,all,8,4
0571-7256,2019,core,47,0
0571-7256,2019,all,48,0
0571-7256,2020,core,54,0
0571-7256,2020,all,54,0
0571-7256,2021,core,44,0
0571-7256,2021,all,46,0
0571-7256,2022,core,42,0
0571-7256,2022,all,45,0
0571-7256,2023,core,42,0
0571-7256,2023,all,43,0
0577-9073,2019,core,281,2
0577-9073,2019,all,285,2
0577-9073,2020,core,349,6
0577-9073,2020,all,349,6
0577-9073,2021,core,272,0
0577-9073,2021,all,273,0
0577-9073,2022,core,374,4
0577-9073,2022,all,375,4
0577-9073,2023,core,245,5
0577-9073,2023,all,246,5
0578-6967,2019,core,13,1
0578-6967,2019,all,15,1
0578-6967,2020,core,22,1
0578-6967,2020,all,22,1
0578-6967,2021,core,27,7
0578-6967,2021,all,29,7
0578-6967,2022,core,21,2
0578-6967,2022,all,21,2
0578-6967,2023,core,21,3
0578-6967,2023,all,21,3
0584-8547,2019,core,139,7
0584-8547,2019,all,145,8
0584-8547,2020,core,175,8
0584-8547,2020,all,181,8
0584-8547,2021,core,189,17
0584-8547,2021,all,198,17
0584-8547,2022,core,157,26
0584-8547,2022,all,158,26
0584-8547,2023,core,162,26
0584-8547,2023,all,165,26
0585-5292,2019,core,6,0
0585-5292,2019,all,6,0
0585-5292,2020,core,9,1
0585-5292,2020,all,9,1
0585-5292,2021,core,11,0
0585-5292,2021,all,11,0
0585-5292,2022,core,14,1
0585-5292,2022,all,14,1
0585-5292,2023,core,5,0
0585-5292,2023,all,6,0
0586-7614,2019,core,145,34
0586-7614,2019,all,174,35
0586-7614,2020,core,156,42
0586-7614,2020,all,184,42
0586-7614,2021,core,167,45
0586-7614,2021,all,190,45
0586-7614,2022,core,135,41
0586-7614,2022,all,157,47
0586-7614,2023,core,158,62
0586-7614,2023,all,202,70
0590-8876,2019,core,9,0
0590-8876,2019,all,13,0
0590-8876,2020,core,10,0
0590-8876,2020,all,11,0
0590-8876,2021,core,9,1
0590-8876,2021,all,12,1
0590-8876,2022,core,9,0
0590-8876,2022,all,11,0
0590-8876,2023,core,8,1
0590-8876,2023,all,10,1
0591-2385,2019,core,65,1
0591-2385,2019,all,70,1
0591-2385,2020,core,60,14
0591-2385,2020,all,65,14
0591-2385,2021,core,60,13
0591-2385,2021,all,69,14
0591-2385,2022,core,58,13
0591-2385,2022,all,65,13
0591-2385,2023,core,58,27
0591-2385,2023,all,62,27
0703-6337,2019,core,63,10
0703-6337,2019,all,65,10
0703-6337,2020,core,70,16
0703-6337,2020,all,70,16
0703-6337,2021,core,62,22
0703-6337,2021,all,62,22
0703-6337,2022,core,64,41
0703-6337,2022,all,64,41
0703-6337,2023,core,86,48
0703-6337,2023,all,88,49
0705-3436,2019,core,27,1
0705-3436,2019,all,30,1
0705-3436,2020,core,25,0
0705-3436,2020,all,28,0
0705-3436,2021,core,30,2
0705-3436,2021,all,32,2
0705-3436,2022,core,35,1
0705-3436,2022,all,36,1
0705-3436,2023,core,28,0
0705-3436,2023,all,32,0
0705-5900,2019,core,24,4
0705-5900,2019,all,28,4
0705-5900,2020,core,23,3
0705-5900,2020,all,23,3
0705-5900,2021,core,21,4
0705-5900,2021,all,22,4
0705-5900,2022,core,25,7
0705-5900,2022,all,26,7
0705-5900,2023,core,36,18
0705-5900,2023,all,37,18
0706-0661,2019,core,42,1
0706-0661,2019,all,53,1
0706-0661,2020,core,52,2
0706-0661,2020,all,63,2
